Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Issue,Volume,Journal Abbreviation,Short Title,Language,Rights,Library Catalog,Extra,Link Attachments,Manual Tags,Modality,Tumor Type,Tumor_Type
EHEBA6JC,journalArticle,2018,"Mauri, Giovanni; Nicosia, Luca; Xu, Zhen; Di Pietro, Salvatore; Monfardini, Lorenzo; Bonomo, Guido; Varano, Gianluca Maria; Prada, Francesco; Della Vigna, Paolo; Orsi, Franco",Focused ultrasound: tumour ablation and its potential to enhance immunological therapy to cancer,The British Journal of Radiology,0007-1285,10.1259/bjr.20170641,http://www.birpublications.org/doi/10.1259/bjr.20170641 http://www.ncbi.nlm.nih.gov/pubmed/29168922 http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=PMC5965486,"Various kinds of image-guided techniques have been successfully applied in the last years for the treatment of tumours, as alternative to surgical resection. High intensity focused ultrasound (HIFU) is a novel, totally non-invasive, image-guided technique that allows for achieving tissue destruction with the application of focused ultrasound at high intensity. This technique has been successfully applied for the treatment of a large variety of diseases, including oncological and non-oncological diseases. One of the most fascinating aspects of image-guided ablations, and particularly of HIFU, is the reported possibility of determining a sort of stimulation of the immune system, with an unexpected ""systemic"" response to treatments designed to be ""local"". In the present article the mechanisms of action of HIFU are described, and the main clinical applications of this technique are reported, with a particular focus on the immune-stimulation process that might originate from tumour ablations.",2018-01,2022-08-17 14:54:58,2022-09-13 14:54:55,,20170641,1083,91,,,eng,,,Number: 1083 PMID: 29168922,,Primary; Histotripsy; Metastases; Review; HIFU; ClinicalTrial; Immunomodulation; Thermal; Local; CaseReport; Immunostimulation; Systemic,Thermal Ablation,,
Z4F4DDXX,journalArticle,2019,"Hans-Christian, Kolberg; Cornelia, Kolberg-Liedtke",High Focused Ultrasound in a Case of Previously Untreated Breast Cancer,Clinical Medical Reviews and Case Reports,23783656,10.23937/2378-3656/1410256,https://www.clinmedjournals.org/articles/cmrcr/clinical-medical-reviews-and-case-reports-cmrcr-6-256.php?jid=cmrcr,,2019-02-28,2022-09-13 14:23:42,2022-09-13 14:27:04,2022-09-13 14:23:42,,2,6,Clin Med Rev Case Rep,,,,DOI.org (Crossref),,,BreastCancer; FUS-alone; PrimaryTumor; FUS-ThermalAblation; Mestastases; Clinical; CaseReport,FUS-alone,Breast Cancer,Breast Cancer
Z4F4DDXX,journalArticle,2019,"Hans-Christian, Kolberg; Cornelia, Kolberg-Liedtke",High Focused Ultrasound in a Case of Previously Untreated Breast Cancer,Clinical Medical Reviews and Case Reports,23783656,10.23937/2378-3656/1410256,https://www.clinmedjournals.org/articles/cmrcr/clinical-medical-reviews-and-case-reports-cmrcr-6-256.php?jid=cmrcr,,2019-02-28,2022-09-13 14:23:42,2022-09-13 14:27:04,2022-09-13 14:23:42,,2,6,Clin Med Rev Case Rep,,,,DOI.org (Crossref),,,BreastCancer; FUS-alone; PrimaryTumor; FUS-ThermalAblation; Mestastases; Clinical; CaseReport,Thermal Ablation,Breast Cancer,Breast Cancer
2AW5E8QM,journalArticle,2018,"Zhang, Qianyu; Bao, Cuixia; Cai, Xiaojun; Jin, Longwei; Sun, Lingling; Lang, Yuehong; Li, Libo",Sonodynamic therapy‐assisted immunotherapy: A novel modality for cancer treatment,Cancer Science,"1347-9032, 1349-7006",10.1111/cas.13578,https://onlinelibrary.wiley.com/doi/10.1111/cas.13578,,2018-05,2022-08-31 16:31:11,2022-08-31 20:19:52,2022-08-31 16:31:11,1330-1345,5,109,Cancer Sci,Sonodynamic therapy‐assisted immunotherapy,en,,DOI.org (Crossref),,,PreClinical; ResearchArticle; IHC; Metastases; Heterotopic; ELISA; Flank; FlowCytometry; H&E; PrimaryTumor; FUS-Drug; CytotoxicityAssay; InVitro; H22; Hep3b; HiPorfin; LiverCancer; SDT; sonosensitizer,FUS-Drug,,
2AW5E8QM,journalArticle,2018,"Zhang, Qianyu; Bao, Cuixia; Cai, Xiaojun; Jin, Longwei; Sun, Lingling; Lang, Yuehong; Li, Libo",Sonodynamic therapy‐assisted immunotherapy: A novel modality for cancer treatment,Cancer Science,"1347-9032, 1349-7006",10.1111/cas.13578,https://onlinelibrary.wiley.com/doi/10.1111/cas.13578,,2018-05,2022-08-31 16:31:11,2022-08-31 20:19:52,2022-08-31 16:31:11,1330-1345,5,109,Cancer Sci,Sonodynamic therapy‐assisted immunotherapy,en,,DOI.org (Crossref),,,PreClinical; ResearchArticle; IHC; Metastases; Heterotopic; ELISA; Flank; FlowCytometry; H&E; PrimaryTumor; FUS-Drug; CytotoxicityAssay; InVitro; H22; Hep3b; HiPorfin; LiverCancer; SDT; sonosensitizer,SDT,,
L2RLIZPS,journalArticle,2019,"Yue, Wenwen; Chen, Liang; Yu, Luodan; Zhou, Bangguo; Yin, Haohao; Ren, Weiwei; Liu, Chang; Guo, Lehang; Zhang, Yifeng; Sun, Liping; Zhang, Kun; Xu, Huixiong; Chen, Yu",Checkpoint blockade and nanosonosensitizer-augmented noninvasive sonodynamic therapy combination reduces tumour growth and metastases in mice,Nature Communications,2041-1723,10.1038/s41467-019-09760-3,http://www.nature.com/articles/s41467-019-09760-3,,2019-12,2022-08-31 16:18:15,2022-08-31 16:28:41,2022-08-31 16:18:15,2025,1,10,Nat Commun,,en,,DOI.org (Crossref),,,Primary; PreClinical; ResearchArticle; IHC; Histology; Metastases; Heterotopic; BreastCancer; Liposomes; Flank; FlowCytometry; H&E; FUS-Drug; Orthotopic; ColonCarcinoma; CT26; 4T1; CytotoxicityAssay; InVitro; SDT; sonosensitizer; aPD-L1; HMME; Imiquimod; R837,FUS-Drug,"Breast Cancer, Carcinoma, Colon Carcinoma",Breast Cancer
L2RLIZPS,journalArticle,2019,"Yue, Wenwen; Chen, Liang; Yu, Luodan; Zhou, Bangguo; Yin, Haohao; Ren, Weiwei; Liu, Chang; Guo, Lehang; Zhang, Yifeng; Sun, Liping; Zhang, Kun; Xu, Huixiong; Chen, Yu",Checkpoint blockade and nanosonosensitizer-augmented noninvasive sonodynamic therapy combination reduces tumour growth and metastases in mice,Nature Communications,2041-1723,10.1038/s41467-019-09760-3,http://www.nature.com/articles/s41467-019-09760-3,,2019-12,2022-08-31 16:18:15,2022-08-31 16:28:41,2022-08-31 16:18:15,2025,1,10,Nat Commun,,en,,DOI.org (Crossref),,,Primary; PreClinical; ResearchArticle; IHC; Histology; Metastases; Heterotopic; BreastCancer; Liposomes; Flank; FlowCytometry; H&E; FUS-Drug; Orthotopic; ColonCarcinoma; CT26; 4T1; CytotoxicityAssay; InVitro; SDT; sonosensitizer; aPD-L1; HMME; Imiquimod; R837,FUS-Drug,"Breast Cancer, Carcinoma, Colon Carcinoma",Carcinoma
L2RLIZPS,journalArticle,2019,"Yue, Wenwen; Chen, Liang; Yu, Luodan; Zhou, Bangguo; Yin, Haohao; Ren, Weiwei; Liu, Chang; Guo, Lehang; Zhang, Yifeng; Sun, Liping; Zhang, Kun; Xu, Huixiong; Chen, Yu",Checkpoint blockade and nanosonosensitizer-augmented noninvasive sonodynamic therapy combination reduces tumour growth and metastases in mice,Nature Communications,2041-1723,10.1038/s41467-019-09760-3,http://www.nature.com/articles/s41467-019-09760-3,,2019-12,2022-08-31 16:18:15,2022-08-31 16:28:41,2022-08-31 16:18:15,2025,1,10,Nat Commun,,en,,DOI.org (Crossref),,,Primary; PreClinical; ResearchArticle; IHC; Histology; Metastases; Heterotopic; BreastCancer; Liposomes; Flank; FlowCytometry; H&E; FUS-Drug; Orthotopic; ColonCarcinoma; CT26; 4T1; CytotoxicityAssay; InVitro; SDT; sonosensitizer; aPD-L1; HMME; Imiquimod; R837,FUS-Drug,"Breast Cancer, Carcinoma, Colon Carcinoma",Colon Carcinoma
L2RLIZPS,journalArticle,2019,"Yue, Wenwen; Chen, Liang; Yu, Luodan; Zhou, Bangguo; Yin, Haohao; Ren, Weiwei; Liu, Chang; Guo, Lehang; Zhang, Yifeng; Sun, Liping; Zhang, Kun; Xu, Huixiong; Chen, Yu",Checkpoint blockade and nanosonosensitizer-augmented noninvasive sonodynamic therapy combination reduces tumour growth and metastases in mice,Nature Communications,2041-1723,10.1038/s41467-019-09760-3,http://www.nature.com/articles/s41467-019-09760-3,,2019-12,2022-08-31 16:18:15,2022-08-31 16:28:41,2022-08-31 16:18:15,2025,1,10,Nat Commun,,en,,DOI.org (Crossref),,,Primary; PreClinical; ResearchArticle; IHC; Histology; Metastases; Heterotopic; BreastCancer; Liposomes; Flank; FlowCytometry; H&E; FUS-Drug; Orthotopic; ColonCarcinoma; CT26; 4T1; CytotoxicityAssay; InVitro; SDT; sonosensitizer; aPD-L1; HMME; Imiquimod; R837,SDT,"Breast Cancer, Carcinoma, Colon Carcinoma",Breast Cancer
L2RLIZPS,journalArticle,2019,"Yue, Wenwen; Chen, Liang; Yu, Luodan; Zhou, Bangguo; Yin, Haohao; Ren, Weiwei; Liu, Chang; Guo, Lehang; Zhang, Yifeng; Sun, Liping; Zhang, Kun; Xu, Huixiong; Chen, Yu",Checkpoint blockade and nanosonosensitizer-augmented noninvasive sonodynamic therapy combination reduces tumour growth and metastases in mice,Nature Communications,2041-1723,10.1038/s41467-019-09760-3,http://www.nature.com/articles/s41467-019-09760-3,,2019-12,2022-08-31 16:18:15,2022-08-31 16:28:41,2022-08-31 16:18:15,2025,1,10,Nat Commun,,en,,DOI.org (Crossref),,,Primary; PreClinical; ResearchArticle; IHC; Histology; Metastases; Heterotopic; BreastCancer; Liposomes; Flank; FlowCytometry; H&E; FUS-Drug; Orthotopic; ColonCarcinoma; CT26; 4T1; CytotoxicityAssay; InVitro; SDT; sonosensitizer; aPD-L1; HMME; Imiquimod; R837,SDT,"Breast Cancer, Carcinoma, Colon Carcinoma",Carcinoma
L2RLIZPS,journalArticle,2019,"Yue, Wenwen; Chen, Liang; Yu, Luodan; Zhou, Bangguo; Yin, Haohao; Ren, Weiwei; Liu, Chang; Guo, Lehang; Zhang, Yifeng; Sun, Liping; Zhang, Kun; Xu, Huixiong; Chen, Yu",Checkpoint blockade and nanosonosensitizer-augmented noninvasive sonodynamic therapy combination reduces tumour growth and metastases in mice,Nature Communications,2041-1723,10.1038/s41467-019-09760-3,http://www.nature.com/articles/s41467-019-09760-3,,2019-12,2022-08-31 16:18:15,2022-08-31 16:28:41,2022-08-31 16:18:15,2025,1,10,Nat Commun,,en,,DOI.org (Crossref),,,Primary; PreClinical; ResearchArticle; IHC; Histology; Metastases; Heterotopic; BreastCancer; Liposomes; Flank; FlowCytometry; H&E; FUS-Drug; Orthotopic; ColonCarcinoma; CT26; 4T1; CytotoxicityAssay; InVitro; SDT; sonosensitizer; aPD-L1; HMME; Imiquimod; R837,SDT,"Breast Cancer, Carcinoma, Colon Carcinoma",Colon Carcinoma
YEKIV369,journalArticle,2021,"Cohen, Gadi; Chandran, Parwathy; Lorsung, Rebecca M.; Aydin, Omer; Tomlinson, Lauren E.; Rosenblatt, Robert B.; Burks, Scott R.; Frank, Joseph A.",Pulsed-Focused Ultrasound Slows B16 Melanoma and 4T1 Breast Tumor Growth through Differential Tumor Microenvironmental Changes,Cancers,2072-6694,10.3390/cancers13071546,https://www.mdpi.com/2072-6694/13/7/1546,"Focused ultrasound (FUS) has shown promise as a non-invasive treatment modality for solid malignancies. FUS targeting to tumors has been shown to initiate pro-inflammatory immune responses within the tumor microenvironment. Pulsed FUS (pFUS) can alter the expression of cytokines, chemokines, trophic factors, cell adhesion molecules, and immune cell phenotypes within tissues. Here, we investigated the molecular and immune cell effects of pFUS on murine B16 melanoma and 4T1 breast cancer flank tumors. Temporal changes following sonication were evaluated by proteomics, RNA-seq, flow-cytometry, and histological analyses. Proteomic profiling revealed molecular changes occurring over 24 h post-pFUS that were consistent with a shift toward inflamed tumor microenvironment. Over 5 days post-pFUS, tumor growth rates were significantly decreased while flow cytometric analysis revealed differences in the temporal migration of immune cells. Transcriptomic analyses following sonication identified differences in gene expression patterns between the two tumor types. Histological analyses further demonstrated reduction of proliferation marker, Ki-67 in 4T1, but not in B16 tumors, and activated cleaved-caspase 3 for apoptosis remained elevated up to 3 days post-pFUS in both tumor types. This study revealed diverse biological mechanisms following pFUS treatment and supports its use as a possible adjuvant to ablative tumor treatment to elicit enhanced anti-tumor responses and slow tumor growth.",2021-03-27,2022-08-31 16:04:01,2022-08-31 16:08:30,2022-08-31 16:04:01,1546,7,13,Cancers,,en,,DOI.org (Crossref),,,PreClinical; ResearchArticle; IHC; Histology; Metastases; Heterotopic; BreastCancer; ELISA; FlowCytometry; PrimaryTumor; Proteomics; RNAseq; Melanoma; Orthotopic; B16-F10; Pulsed-FUS; 4T1; CytokineAssay; B16,Pulsed Focused Ultrasound,"Breast Cancer, Melanoma",Breast Cancer
YEKIV369,journalArticle,2021,"Cohen, Gadi; Chandran, Parwathy; Lorsung, Rebecca M.; Aydin, Omer; Tomlinson, Lauren E.; Rosenblatt, Robert B.; Burks, Scott R.; Frank, Joseph A.",Pulsed-Focused Ultrasound Slows B16 Melanoma and 4T1 Breast Tumor Growth through Differential Tumor Microenvironmental Changes,Cancers,2072-6694,10.3390/cancers13071546,https://www.mdpi.com/2072-6694/13/7/1546,"Focused ultrasound (FUS) has shown promise as a non-invasive treatment modality for solid malignancies. FUS targeting to tumors has been shown to initiate pro-inflammatory immune responses within the tumor microenvironment. Pulsed FUS (pFUS) can alter the expression of cytokines, chemokines, trophic factors, cell adhesion molecules, and immune cell phenotypes within tissues. Here, we investigated the molecular and immune cell effects of pFUS on murine B16 melanoma and 4T1 breast cancer flank tumors. Temporal changes following sonication were evaluated by proteomics, RNA-seq, flow-cytometry, and histological analyses. Proteomic profiling revealed molecular changes occurring over 24 h post-pFUS that were consistent with a shift toward inflamed tumor microenvironment. Over 5 days post-pFUS, tumor growth rates were significantly decreased while flow cytometric analysis revealed differences in the temporal migration of immune cells. Transcriptomic analyses following sonication identified differences in gene expression patterns between the two tumor types. Histological analyses further demonstrated reduction of proliferation marker, Ki-67 in 4T1, but not in B16 tumors, and activated cleaved-caspase 3 for apoptosis remained elevated up to 3 days post-pFUS in both tumor types. This study revealed diverse biological mechanisms following pFUS treatment and supports its use as a possible adjuvant to ablative tumor treatment to elicit enhanced anti-tumor responses and slow tumor growth.",2021-03-27,2022-08-31 16:04:01,2022-08-31 16:08:30,2022-08-31 16:04:01,1546,7,13,Cancers,,en,,DOI.org (Crossref),,,PreClinical; ResearchArticle; IHC; Histology; Metastases; Heterotopic; BreastCancer; ELISA; FlowCytometry; PrimaryTumor; Proteomics; RNAseq; Melanoma; Orthotopic; B16-F10; Pulsed-FUS; 4T1; CytokineAssay; B16,Pulsed Focused Ultrasound,"Breast Cancer, Melanoma",Melanoma
KCIBWIKG,journalArticle,1998,"Madersbacher, Stephan; Gröbl, Marion; Kramer, Gero; Dirnhofer, Stephan; Steiner, Georg E.; Marberger, Michael",Regulation of heat shock protein 27 expression of prostatic cells in response to heat treatment,The Prostate,"02704137, 10970045",10.1002/(SICI)1097-0045(19981101)37:3<174::AID-PROS6>3.0.CO;2-4,https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1097-0045(19981101)37:3<174::AID-PROS6>3.0.CO;2-4,,1998-11-01,2022-08-17 18:44:35,2022-08-31 15:54:13,2022-08-17 18:44:35,174-181,3,37,Prostate,,en,,DOI.org (Crossref),,,ResearchArticle; IHC; Histology; Metastases; H&E; PrimaryTumor; WesternBlot; InVitro; ClinicalTrial; FUS-ThermalAblation; Hyperthermia; BladderCancer; HeatShockProtein; LNCaP; ProstateCancer,Hyperthermia,,
KCIBWIKG,journalArticle,1998,"Madersbacher, Stephan; Gröbl, Marion; Kramer, Gero; Dirnhofer, Stephan; Steiner, Georg E.; Marberger, Michael",Regulation of heat shock protein 27 expression of prostatic cells in response to heat treatment,The Prostate,"02704137, 10970045",10.1002/(SICI)1097-0045(19981101)37:3<174::AID-PROS6>3.0.CO;2-4,https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1097-0045(19981101)37:3<174::AID-PROS6>3.0.CO;2-4,,1998-11-01,2022-08-17 18:44:35,2022-08-31 15:54:13,2022-08-17 18:44:35,174-181,3,37,Prostate,,en,,DOI.org (Crossref),,,ResearchArticle; IHC; Histology; Metastases; H&E; PrimaryTumor; WesternBlot; InVitro; ClinicalTrial; FUS-ThermalAblation; Hyperthermia; BladderCancer; HeatShockProtein; LNCaP; ProstateCancer,Thermal Ablation,,
WJ9M3PXH,journalArticle,2008,"Zhou, Qiang; Zhu, Xue-Qiang; Zhang, Jun; Xu, Zhong-Lin; Lu, Pei; Wu, Feng",Changes in Circulating Immunosuppressive Cytokine Levels of Cancer Patients After High Intensity Focused Ultrasound Treatment,Ultrasound in Medicine & Biology,03015629,10.1016/j.ultrasmedbio.2007.07.013,https://linkinghub.elsevier.com/retrieve/pii/S0301562907003821,,2008-01,2022-08-19 19:32:23,2022-08-31 15:33:36,2022-08-19 19:32:23,81-87,1,34,Ultrasound in Medicine & Biology,,en,,DOI.org (Crossref),,,ResearchArticle; Liver; HepatocellularCarcinoma; Metastases; ELISA; PrimaryTumor; ClinicalTrial; FUS-ThermalAblation; CytokineAssay; Osteosarcoma; Cholangiocarcinoma,Thermal Ablation,"Carcinoma, Cholangiocarcinoma, Osteosarcoma, Sarcoma",Carcinoma
WJ9M3PXH,journalArticle,2008,"Zhou, Qiang; Zhu, Xue-Qiang; Zhang, Jun; Xu, Zhong-Lin; Lu, Pei; Wu, Feng",Changes in Circulating Immunosuppressive Cytokine Levels of Cancer Patients After High Intensity Focused Ultrasound Treatment,Ultrasound in Medicine & Biology,03015629,10.1016/j.ultrasmedbio.2007.07.013,https://linkinghub.elsevier.com/retrieve/pii/S0301562907003821,,2008-01,2022-08-19 19:32:23,2022-08-31 15:33:36,2022-08-19 19:32:23,81-87,1,34,Ultrasound in Medicine & Biology,,en,,DOI.org (Crossref),,,ResearchArticle; Liver; HepatocellularCarcinoma; Metastases; ELISA; PrimaryTumor; ClinicalTrial; FUS-ThermalAblation; CytokineAssay; Osteosarcoma; Cholangiocarcinoma,Thermal Ablation,"Carcinoma, Cholangiocarcinoma, Osteosarcoma, Sarcoma",Cholangiocarcinoma
WJ9M3PXH,journalArticle,2008,"Zhou, Qiang; Zhu, Xue-Qiang; Zhang, Jun; Xu, Zhong-Lin; Lu, Pei; Wu, Feng",Changes in Circulating Immunosuppressive Cytokine Levels of Cancer Patients After High Intensity Focused Ultrasound Treatment,Ultrasound in Medicine & Biology,03015629,10.1016/j.ultrasmedbio.2007.07.013,https://linkinghub.elsevier.com/retrieve/pii/S0301562907003821,,2008-01,2022-08-19 19:32:23,2022-08-31 15:33:36,2022-08-19 19:32:23,81-87,1,34,Ultrasound in Medicine & Biology,,en,,DOI.org (Crossref),,,ResearchArticle; Liver; HepatocellularCarcinoma; Metastases; ELISA; PrimaryTumor; ClinicalTrial; FUS-ThermalAblation; CytokineAssay; Osteosarcoma; Cholangiocarcinoma,Thermal Ablation,"Carcinoma, Cholangiocarcinoma, Osteosarcoma, Sarcoma",Osteosarcoma
WJ9M3PXH,journalArticle,2008,"Zhou, Qiang; Zhu, Xue-Qiang; Zhang, Jun; Xu, Zhong-Lin; Lu, Pei; Wu, Feng",Changes in Circulating Immunosuppressive Cytokine Levels of Cancer Patients After High Intensity Focused Ultrasound Treatment,Ultrasound in Medicine & Biology,03015629,10.1016/j.ultrasmedbio.2007.07.013,https://linkinghub.elsevier.com/retrieve/pii/S0301562907003821,,2008-01,2022-08-19 19:32:23,2022-08-31 15:33:36,2022-08-19 19:32:23,81-87,1,34,Ultrasound in Medicine & Biology,,en,,DOI.org (Crossref),,,ResearchArticle; Liver; HepatocellularCarcinoma; Metastases; ELISA; PrimaryTumor; ClinicalTrial; FUS-ThermalAblation; CytokineAssay; Osteosarcoma; Cholangiocarcinoma,Thermal Ablation,"Carcinoma, Cholangiocarcinoma, Osteosarcoma, Sarcoma",Sarcoma
N2PKI3YL,journalArticle,2009,"Xu, Zhong-Lin; Zhu, Xue-Qiang; Lu, Pei; Zhou, Qiang; Zhang, Jun; Wu, Feng",Activation of Tumor-Infiltrating Antigen Presenting Cells by High Intensity Focused Ultrasound Ablation of Human Breast Cancer,Ultrasound in Medicine & Biology,03015629,10.1016/j.ultrasmedbio.2008.08.005,https://linkinghub.elsevier.com/retrieve/pii/S0301562908003621,,2009-01,2022-08-17 18:43:35,2022-08-31 15:31:18,2022-08-17 18:43:35,50-57,1,35,Ultrasound in Medicine & Biology,,en,,DOI.org (Crossref),,,ResearchArticle; IHC; Histology; BreastCancer; FUS-alone; PrimaryTumor; ClinicalTrial; FUS-ThermalAblation,FUS-alone,Breast Cancer,Breast Cancer
N2PKI3YL,journalArticle,2009,"Xu, Zhong-Lin; Zhu, Xue-Qiang; Lu, Pei; Zhou, Qiang; Zhang, Jun; Wu, Feng",Activation of Tumor-Infiltrating Antigen Presenting Cells by High Intensity Focused Ultrasound Ablation of Human Breast Cancer,Ultrasound in Medicine & Biology,03015629,10.1016/j.ultrasmedbio.2008.08.005,https://linkinghub.elsevier.com/retrieve/pii/S0301562908003621,,2009-01,2022-08-17 18:43:35,2022-08-31 15:31:18,2022-08-17 18:43:35,50-57,1,35,Ultrasound in Medicine & Biology,,en,,DOI.org (Crossref),,,ResearchArticle; IHC; Histology; BreastCancer; FUS-alone; PrimaryTumor; ClinicalTrial; FUS-ThermalAblation,Thermal Ablation,Breast Cancer,Breast Cancer
G79V265Z,journalArticle,2005,"Hu, Zhenlin; Yang, Xiao Yi; Liu, Yunbo; Morse, Michael A.; Lyerly, H. Kim; Clay, Timothy M.; Zhong, Pei",Release of endogenous danger signals from HIFU-treated tumor cells and their stimulatory effects on APCs,Biochemical and Biophysical Research Communications,0006291X,10.1016/j.bbrc.2005.07.071,https://linkinghub.elsevier.com/retrieve/pii/S0006291X05015172,,2005-09,2022-08-19 19:33:47,2022-08-31 15:21:37,2022-08-19 19:33:47,124-131,1,335,Biochemical and Biophysical Research Communications,,en,,DOI.org (Crossref),,,ResearchArticle; Histotripsy; ELISA; FlowCytometry; FUS-alone; InVitro; FUS-ThermalAblation; Mechanical-FUS,FUS-alone,,
G79V265Z,journalArticle,2005,"Hu, Zhenlin; Yang, Xiao Yi; Liu, Yunbo; Morse, Michael A.; Lyerly, H. Kim; Clay, Timothy M.; Zhong, Pei",Release of endogenous danger signals from HIFU-treated tumor cells and their stimulatory effects on APCs,Biochemical and Biophysical Research Communications,0006291X,10.1016/j.bbrc.2005.07.071,https://linkinghub.elsevier.com/retrieve/pii/S0006291X05015172,,2005-09,2022-08-19 19:33:47,2022-08-31 15:21:37,2022-08-19 19:33:47,124-131,1,335,Biochemical and Biophysical Research Communications,,en,,DOI.org (Crossref),,,ResearchArticle; Histotripsy; ELISA; FlowCytometry; FUS-alone; InVitro; FUS-ThermalAblation; Mechanical-FUS,Histotripsy,,
G79V265Z,journalArticle,2005,"Hu, Zhenlin; Yang, Xiao Yi; Liu, Yunbo; Morse, Michael A.; Lyerly, H. Kim; Clay, Timothy M.; Zhong, Pei",Release of endogenous danger signals from HIFU-treated tumor cells and their stimulatory effects on APCs,Biochemical and Biophysical Research Communications,0006291X,10.1016/j.bbrc.2005.07.071,https://linkinghub.elsevier.com/retrieve/pii/S0006291X05015172,,2005-09,2022-08-19 19:33:47,2022-08-31 15:21:37,2022-08-19 19:33:47,124-131,1,335,Biochemical and Biophysical Research Communications,,en,,DOI.org (Crossref),,,ResearchArticle; Histotripsy; ELISA; FlowCytometry; FUS-alone; InVitro; FUS-ThermalAblation; Mechanical-FUS,Mechanical,,
G79V265Z,journalArticle,2005,"Hu, Zhenlin; Yang, Xiao Yi; Liu, Yunbo; Morse, Michael A.; Lyerly, H. Kim; Clay, Timothy M.; Zhong, Pei",Release of endogenous danger signals from HIFU-treated tumor cells and their stimulatory effects on APCs,Biochemical and Biophysical Research Communications,0006291X,10.1016/j.bbrc.2005.07.071,https://linkinghub.elsevier.com/retrieve/pii/S0006291X05015172,,2005-09,2022-08-19 19:33:47,2022-08-31 15:21:37,2022-08-19 19:33:47,124-131,1,335,Biochemical and Biophysical Research Communications,,en,,DOI.org (Crossref),,,ResearchArticle; Histotripsy; ELISA; FlowCytometry; FUS-alone; InVitro; FUS-ThermalAblation; Mechanical-FUS,Thermal Ablation,,
C2UBX677,journalArticle,2004,"Kramer, Gero; Steiner, Georg E; Gröbl, Marion; Hrachowitz, Kristian; Reithmayr, Franz; Paucz, Ljubomir; Newman, Martin; Madersbacher, Stephan; Gruber, Diego; Susani, Martin; Marberger, Michael",Response to sublethal heat treatment of prostatic tumor cells and of prostatic tumor infiltrating T-cells.,The Prostate,0270-4137,10.1002/pros.10314,http://www.ncbi.nlm.nih.gov/pubmed/14716736,"BACKGROUND To investigate the possibilities offered by high intensity focused ultrasound (HIFU) in the field of tumor vaccination, we analyzed how prostatic cancer (CaP) cells react towards heat treatment and whether increased access to CaP cells by the immune system would be the result. METHODS Heat/stress response of CaP cells in situ and of CaP cell lines was analyzed by immunohistochemistry, Western blotting, and Atlas array. A heat-induced change in immune recognition was analyzed functionally using human T-helper (Th)1 and Th2-cytokine release with tumor infiltrating T-lymphocytes (TIL) as responder and autologous CaP cells either heated or untreated as stimulator cells. RESULTS Transcription of 68 out of 500 genes was upregulated by sublethal heat in LNCaP and PC3 cells. Significantly upregulated stress protein (SP) expression (HSP-72, -73, GRP-75, -78) was seen at the border zone of HIFU treatment. Remarkably, even untreated benign prostatic hyperplasia (BPH) specimens revealed relative overexpression of heat shock protein (HSP)-72, -73 and glucose regulated protein (GRP)-75, -78. Heated CaP cells increased Th1-cytokine (IL-2, IFN-gamma, TNF-alpha) release but decreased Th2-cytokine (IL-4, -5, -10) release of TIL. CONCLUSIONS HIFU treatment may alter the presentation of prostate tissue and tumor antigens and this presentation is most likely stimulatory. HSP-72/73 overexpression in untreated BPH may suggest a mechanism by which BPH can incite inflammation.",2004-02,2021-06-04 19:05:14,2022-08-30 20:51:11,,109–20,2,58,,,,,,Number: 2 PMID: 14716736,,IHC; Histology; HIFU; Prostate; Proteomics; WesternBlot; qRT-PCR; Pre-clinical; FUS-ThermalAblation; Research; FunctionalAssay; Atlas Array,High Intensity Focused Ultrasound,,
